FID,Geocodigo,Nome,MoradDPPOColetDomicServLimpTot,MoradDPPOColetTot,MoradDPPODepCacambServLimpTot,MoradDPPOTot,PercMoradDPPOColetDomicServLimpTot,PercMoradDPPOColetTot,PercMoradDPPODepCacambServLimpTot
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e92,2703403,Jacaré dos Homens - AL,3386,4568,1182,5081,66.64,89.9,23.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e91,2704906,Mar Vermelho - AL,2396,2496,100,3155,75.94,79.11,3.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e90,2705002,Mata Grande - AL,7165,7704,539,21840,32.81,35.27,2.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8f,2705101,Matriz de Camaragibe - AL,19999,21480,1481,23771,84.13,90.36,6.23
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8e,2705200,Messias - AL,12063,14145,2082,15340,78.64,92.21,13.57
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8d,3167905,Tabuleiro - MG,3455,3565,110,4014,86.07,88.81,2.74
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8c,2703502,Jacuípe - AL,3868,4135,267,5322,72.68,77.7,5.02
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8b,2703601,Japaratinga - AL,5325,7669,2344,9183,57.99,83.51,25.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e8a,2703700,Jaramataia - AL,3119,4123,1004,4983,62.59,82.74,20.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e89,2703759,Jequiá da Praia - AL,8002,8945,943,9453,84.65,94.63,9.98
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e88,2703809,Joaquim Gomes - AL,10226,11372,1146,17120,59.73,66.43,6.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e87,2703908,Jundiá - AL,2205,3130,925,4088,53.94,76.57,22.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e86,2704005,Junqueiro - AL,20742,22000,1258,23868,86.9,92.17,5.27
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e85,3168002,Taiobeiras - MG,30534,31023,489,32892,92.83,94.32,1.49
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e84,3168051,Taparuba - MG,2531,2903,372,3387,74.73,85.71,10.98
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e82,3168101,Tapira - MG,2484,3396,912,4117,60.34,82.49,22.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e81,3168200,Tapiraí - MG,974,1297,323,1689,57.67,76.79,19.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e80,3168309,Taquaraçu de Minas - MG,2540,2936,396,4218,60.22,69.61,9.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e7f,3168408,Tarumirim - MG,10715,11458,743,14622,73.28,78.36,5.08
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e7e,3168507,Teixeiras - MG,8288,9810,1522,12206,67.9,80.37,12.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e7d,3168606,Teófilo Otoni - MG,102272,119740,17468,136188,75.1,87.92,12.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e7b,3168705,Timóteo - MG,79569,80894,1325,81410,97.74,99.37,1.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e7a,3168804,Tiradentes - MG,6638,7509,871,7653,86.74,98.12,11.38
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e79,3168903,Tiros - MG,6063,6667,604,7849,77.25,84.94,7.7
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e78,3169000,Tocantins - MG,13724,14220,496,16106,85.21,88.29,3.08
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e77,3169059,Tocos do Moji - MG,3291,3718,427,3824,86.06,97.23,11.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e76,2705606,Novo Lino - AL,4570,6298,1728,10015,45.63,62.89,17.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e75,3169109,Toledo - MG,6164,6868,704,7159,86.1,95.94,9.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e74,3169208,Tombos - MG,7843,8050,207,8567,91.55,93.97,2.42
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e73,3169307,Três Corações - MG,68120,71575,3455,74333,91.64,96.29,4.65
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e72,3169356,Três Marias - MG,26716,27250,534,28770,92.86,94.72,1.86
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e70,3169406,Três Pontas - MG,49542,51649,2107,55019,90.05,93.87,3.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e6f,2706000,Olivença - AL,4972,5463,491,10812,45.99,50.53,4.54
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e6e,3169505,Tumiritinga - MG,4693,4769,76,5885,79.75,81.04,1.29
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e6d,3169604,Tupaciguara - MG,23374,24426,1052,25245,92.59,96.76,4.17
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e6c,3169703,Turmalina - MG,15978,17317,1339,19918,80.22,86.94,6.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e6b,3169802,Turvolândia - MG,3463,4176,713,4888,70.85,85.43,14.59
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e69,3169901,Ubá - MG,75979,101207,25228,102943,73.81,98.31,24.51
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e65,3170008,Ubaí - MG,4671,7039,2368,11694,39.94,60.19,20.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e64,3170057,Ubaporanga - MG,7701,9350,1649,12999,59.24,71.93,12.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e63,3170107,Uberaba - MG,322462,331547,9085,335581,96.09,98.8,2.71
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e62,3170206,Uberlândia - MG,644005,707983,63978,711082,90.57,99.56,9
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e60,3170305,Umburatiba - MG,2188,2213,25,2681,81.61,82.54,0.93
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5f,3170404,Unaí - MG,72112,74386,2274,85538,84.3,86.96,2.66
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5e,3170438,União de Minas - MG,2478,2746,268,3822,64.84,71.85,7.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5d,3170479,Uruana de Minas - MG,2397,2505,108,3281,73.06,76.35,3.29
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5c,3170503,Urucânia - MG,8306,9600,1294,10573,78.56,90.8,12.24
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5b,3170529,Urucuia - MG,9034,9043,9,17464,51.73,51.78,0.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e5a,3170578,Vargem Alegre - MG,4999,5132,133,5777,86.53,88.84,2.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e59,3170602,Vargem Bonita - MG,1594,1880,286,2157,73.9,87.16,13.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e58,3170651,Vargem Grande do Rio Pardo - MG,2621,3034,413,4631,56.6,65.52,8.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e56,3170701,Varginha - MG,130426,134914,4488,136058,95.86,99.16,3.3
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e55,3170750,Varjão de Minas - MG,5590,6383,793,6956,80.36,91.76,11.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e54,3170800,Várzea da Palma - MG,29423,30746,1323,33480,87.88,91.83,3.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e53,3170909,Varzelândia - MG,10339,10506,167,18832,54.9,55.79,0.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e52,3171006,Vazante - MG,17389,18585,1196,19913,87.32,93.33,6.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e50,2706109,Ouro Branco - AL,7338,7395,57,11446,64.11,64.61,0.5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4f,2706208,Palestina - AL,1973,3919,1946,4309,45.79,90.95,45.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4e,2706307,Palmeira dos Índios - AL,49963,51806,1843,71448,69.93,72.51,2.58
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4d,2706406,Pão de Açúcar - AL,14973,16932,1959,23806,62.9,71.12,8.23
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4c,2706422,Pariconha - AL,8713,9632,919,10572,82.42,91.11,8.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4b,2706448,Paripueira - AL,11745,13027,1282,13819,84.99,94.27,9.28
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e4a,2706505,Passo de Camaragibe - AL,9055,11710,2655,13791,65.66,84.91,19.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e49,3171030,Verdelândia - MG,4894,4909,15,7646,64.01,64.2,0.2
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e48,3171071,Veredinha - MG,4146,4211,65,5179,80.05,81.31,1.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e47,3171105,Veríssimo - MG,2204,2621,417,3375,65.3,77.66,12.36
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e46,3171154,Vermelho Novo - MG,2207,2657,450,4895,45.09,54.28,9.19
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e45,3171204,Vespasiano - MG,121975,127963,5988,128987,94.56,99.21,4.64
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e44,3171303,Viçosa - MG,65824,73527,7703,76117,86.48,96.6,10.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e43,3171402,Vieiras - MG,2536,3150,614,3689,68.74,85.39,16.64
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e42,3171501,Mathias Lobato - MG,2629,2677,48,3031,86.74,88.32,1.58
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e41,3171600,Virgem da Lapa - MG,7162,7409,247,11760,60.9,63,2.1
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e40,3171709,Virgínia - MG,5557,5816,259,8852,62.78,65.7,2.93
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3f,3171808,Virginópolis - MG,7199,8448,1249,10292,69.95,82.08,12.14
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3e,3171907,Virgolândia - MG,3063,3356,293,4532,67.59,74.05,6.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3d,3172004,Visconde do Rio Branco - MG,27951,37703,9752,39101,71.48,96.42,24.94
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3c,3172103,Volta Grande - MG,3999,4134,135,4440,90.07,93.11,3.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3b,3172202,Wenceslau Braz - MG,2137,2298,161,2342,91.25,98.12,6.87
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e3a,2707206,Poço das Trincheiras - AL,6018,6627,609,12480,48.22,53.1,4.88
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e39,2707305,Porto Calvo - AL,19393,21483,2090,24059,80.61,89.29,8.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e38,2707404,Porto de Pedras - AL,5007,7093,2086,9227,54.26,76.87,22.61
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e37,2707503,Porto Real do Colégio - AL,13297,13888,591,20049,66.32,69.27,2.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e36,2708006,Santana do Ipanema - AL,28949,32138,3189,46093,62.81,69.72,6.92
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e35,2708105,Santana do Mundaú - AL,7067,7102,35,11320,62.43,62.74,0.31
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e34,3200102,Afonso Cláudio - ES,15584,21265,5681,30604,50.92,69.48,18.56
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e33,3200136,Águia Branca - ES,1119,5007,3888,9708,11.53,51.58,40.05
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e32,3200169,Água Doce do Norte - ES,5495,8585,3090,12032,45.67,71.35,25.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e31,3200201,Alegre - ES,15916,25634,9718,29128,54.64,88,33.36
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e30,3200300,Alfredo Chaves - ES,10319,13292,2973,13810,74.72,96.25,21.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2f,3200359,Alto Rio Novo - ES,4821,5153,332,7428,64.9,69.37,4.47
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2e,2707602,Quebrangulo - AL,6563,7981,1418,11056,59.36,72.19,12.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2d,3200409,Anchieta - ES,16684,29477,12793,29943,55.72,98.44,42.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2c,3200508,Apiacá - ES,4436,5571,1135,7223,61.41,77.13,15.71
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2b,3200607,Aracruz - ES,86520,89813,3293,94445,91.61,95.1,3.49
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e2a,3200706,Atílio Vivácqua - ES,7505,9946,2441,10522,71.33,94.53,23.2
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e29,3200805,Baixo Guandu - ES,26627,27170,543,30608,86.99,88.77,1.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e28,3200904,Barra de São Francisco - ES,18558,33239,14681,42227,43.95,78.72,34.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e27,3201001,Boa Esperança - ES,9793,10624,831,13568,72.18,78.3,6.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e26,3201100,Bom Jesus do Norte - ES,9269,9730,461,10208,90.8,95.32,4.52
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e24,3201159,Brejetuba - ES,5947,10232,4285,12977,45.83,78.85,33.02
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e23,3201209,Cachoeiro de Itapemirim - ES,168554,180627,12073,184464,91.38,97.92,6.54
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e22,3201308,Cariacica - ES,324240,345665,21425,351964,92.12,98.21,6.09
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e21,3201407,Castelo - ES,14693,30755,16062,36880,39.84,83.39,43.55
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e20,3201506,Colatina - ES,98814,111211,12397,118844,83.15,93.58,10.43
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e1f,3201605,Conceição da Barra - ES,23260,23724,464,27120,85.77,87.48,1.71
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e1e,3201704,Conceição do Castelo - ES,8155,10662,2507,11932,68.35,89.36,21.01
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e1c,3201803,Divino de São Lourenço - ES,950,3698,2748,5076,18.72,72.85,54.14
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e1b,3201902,Domingos Martins - ES,19271,27687,8416,35409,54.42,78.19,23.77
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e1a,2707800,Roteiro - AL,5835,6233,398,6468,90.21,96.37,6.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e19,3202009,Dores do Rio Preto - ES,1403,6196,4793,6590,21.29,94.02,72.73
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e18,3202108,Ecoporanga - ES,12572,15141,2569,21912,57.37,69.1,11.72
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e17,3202207,Fundão - ES,15157,16421,1264,17951,84.44,91.48,7.04
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e16,3202256,Governador Lindenberg - ES,5710,7217,1507,11009,51.87,65.56,13.69
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e15,3202306,Guaçuí - ES,4045,26321,22276,29264,13.82,89.94,76.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e14,3202405,Guarapari - ES,114179,120869,6690,123647,92.34,97.75,5.41
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e13,3202454,Ibatiba - ES,16654,21974,5320,25369,65.65,86.62,20.97
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e12,3202504,Ibiraçu - ES,10685,11013,328,11721,91.16,93.96,2.8
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e11,3202553,Ibitirama - ES,1780,7054,5274,9512,18.71,74.16,55.45
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e10,3202603,Iconha - ES,8521,11951,3430,12316,69.19,97.04,27.85
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0f,3202652,Irupi - ES,664,8848,8184,13652,4.86,64.81,59.95
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0e,3202702,Itaguaçu - ES,11113,11588,475,13581,81.83,85.33,3.5
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0d,3202801,Itapemirim - ES,29020,38724,9704,39786,72.94,97.33,24.39
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0c,3202900,Itarana - ES,8174,8748,574,10586,77.22,82.64,5.42
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0b,3203007,Iúna - ES,16891,23118,6227,28562,59.14,80.94,21.8
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e0a,3203056,Jaguaré - ES,24307,25250,943,28913,84.07,87.33,3.26
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e08,3203106,Jerônimo Monteiro - ES,8457,10250,1793,11548,73.23,88.76,15.53
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e07,3203130,João Neiva - ES,13028,13116,88,14065,92.63,93.25,0.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e06,3203163,Laranja da Terra - ES,5045,7523,2478,11092,45.48,67.82,22.34
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e05,2707909,Santa Luzia do Norte - AL,5485,6687,1202,6918,79.29,96.66,17.37
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e04,3203205,Linhares - ES,143336,155044,11708,164859,86.94,94.05,7.1
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e03,2708204,São Brás - AL,5992,6396,404,6555,91.41,97.57,6.16
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e02,2708303,São José da Laje - AL,15757,16141,384,20805,75.74,77.58,1.85
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e01,2708402,São José da Tapera - AL,12421,17579,5158,30590,40.6,57.47,16.86
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-e00,2708501,São Luís do Quitunde - AL,17285,21164,3879,30863,56.01,68.57,12.57
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dff,2708600,São Miguel dos Campos - AL,44400,50823,6423,51783,85.74,98.15,12.4
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dfe,3301207,Carmo - RJ,15790,16816,1026,17045,92.64,98.66,6.02
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dfd,3301306,Casimiro de Abreu - RJ,34182,45577,11395,46022,74.27,99.03,24.76
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dfc,3301405,Conceição de Macabu - RJ,17971,19905,1934,20992,85.61,94.82,9.21
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dfb,3301504,Cordeiro - RJ,17370,20568,3198,20736,83.77,99.19,15.42
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dfa,3301603,Duas Barras - RJ,6603,10623,4020,10959,60.25,96.93,36.68
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df9,3301702,Duque de Caxias - RJ,733091,782723,49632,807276,90.81,96.96,6.15
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df8,3301801,Engenheiro Paulo de Frontin - RJ,3376,12116,8740,12201,27.67,99.3,71.63
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df7,3301850,Guapimirim - RJ,47359,50047,2688,51540,91.89,97.1,5.22
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df6,2708709,São Miguel dos Milagres - AL,5942,7816,1874,8473,70.13,92.25,22.12
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df5,2708808,São Sebastião - AL,27765,28172,407,31647,87.73,89.02,1.29
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df4,2709152,Teotônio Vilela - AL,32924,36270,3346,37986,86.67,95.48,8.81
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df3,2709202,Traipu - AL,8718,10145,1427,23536,37.04,43.1,6.06
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df2,2709301,União dos Palmares - AL,49450,50555,1105,58528,84.49,86.38,1.89
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-df1,3306107,Valença - RJ,54033,66142,12109,67926,79.55,97.37,17.83
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-def,3306156,Varre-Sai - RJ,4581,8992,4411,10200,44.91,88.16,43.25
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dee,3306206,Vassouras - RJ,19555,33195,13640,33908,57.67,97.9,40.23
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-ded,3306305,Volta Redonda - RJ,247961,260319,12358,261207,94.93,99.66,4.73
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dec,3500105,Adamantina - SP,33165,34053,888,34552,95.99,98.56,2.57
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-deb,3500204,Adolfo - SP,4186,4269,83,4351,96.21,98.12,1.91
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-dea,2708907,Satuba - AL,23473,24076,603,24278,96.68,99.17,2.48
sidra_9541_PercMoradDPPOColetTot_munic_22_pol.fid-703dc0a5_191866d88cb_-de9,2800704,Brejo Grande - SE,6866,6920,54,7824,87.76,88.45,0.69
